"2023-10-20 at 0:27"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2023-10-20	0:27:58	-2.17385e1	-1.60747e-2	-2.73149e2	5.16168e1	7.11810e1	-4.5471191e-3	-1.2838840e-4	2.4141435e1	7.6908559e-1	
2023-10-20	0:27:59	-2.20658e1	-2.27864e-2	-2.73149e2	5.16167e1	7.11485e1	-4.6150684e-3	-1.8203258e-4	2.4123811e1	7.6796889e-1	
2023-10-20	0:27:59	-2.29500e1	-2.08351e-2	-2.73149e2	5.16167e1	7.11500e1	-4.8049688e-3	-1.6641616e-4	2.4147310e1	7.6370515e-1	
2023-10-20	0:28:00	-2.25035e1	-1.40221e-2	-2.73149e2	5.16134e1	7.11584e1	-4.7097206e-3	-1.1193752e-4	2.4142274e1	7.5704712e-1	
2023-10-20	0:28:00	-2.20426e1	-9.11175e-3	-2.73149e2	5.16201e1	7.11744e1	-4.6118497e-3	-7.2717666e-5	2.4170808e1	7.5847716e-1	
2023-10-20	0:28:01	-2.19451e1	-1.47797e-2	-2.73149e2	5.16201e1	7.11737e1	-4.5908689e-3	-1.1801719e-4	2.4143953e1	7.6597146e-1	
2023-10-20	0:28:01	-2.26256e1	-1.71386e-2	-2.73149e2	5.16168e1	7.11559e1	-4.7357082e-3	-1.3685226e-4	2.4124650e1	7.6147513e-1	
2023-10-20	0:28:02	-2.30233e1	-1.33049e-2	-2.73149e2	5.16134e1	7.11657e1	-4.8218965e-3	-1.0621547e-4	2.4129686e1	7.5858516e-1	
2023-10-20	0:28:02	-2.21151e1	-2.23750e-2	-2.73149e2	5.16101e1	7.11770e1	-4.6277046e-3	-1.7881393e-4	2.4128007e1	7.6567034e-1	
2023-10-20	0:28:03	-2.20114e1	-2.15032e-2	-2.73149e2	5.16134e1	7.11565e1	-4.6039819e-3	-1.7178058e-4	2.4138078e1	7.6425929e-1	
2023-10-20	0:28:03	-2.22889e1	-1.32021e-2	-2.73149e2	5.16134e1	7.11575e1	-4.6635866e-3	-1.0538101e-4	2.4128007e1	7.6230216e-1	
2023-10-20	0:28:04	-2.24194e1	-1.74493e-2	-2.73149e2	5.16101e1	7.11637e1	-4.6920776e-3	-1.3935565e-4	2.4119615e1	7.5900478e-1	
2023-10-20	0:28:04	-2.17847e1	-2.08569e-2	-2.73149e2	5.16101e1	7.11760e1	-4.5567750e-3	-1.6665458e-4	2.4129686e1	7.6676912e-1	
2023-10-20	0:28:05	-2.16010e1	-1.27999e-2	-2.73149e2	5.16134e1	7.11542e1	-4.5158863e-3	-1.0216236e-4	2.4145631e1	7.6437287e-1	
2023-10-20	0:28:05	-2.22324e1	-3.69223e-3	-2.73149e2	5.16134e1	7.11587e1	-4.6515464e-3	-2.9444694e-5	2.4128007e1	7.5472598e-1	
2023-10-20	0:28:06	-2.20274e1	-1.10502e-2	-2.73149e2	5.16168e1	7.11815e1	-4.6091079e-3	-8.8214874e-5	2.4133882e1	7.6266198e-1	
2023-10-20	0:28:06	-2.15527e1	-1.39904e-2	-2.73149e2	5.16168e1	7.11687e1	-4.5064687e-3	-1.1169910e-4	2.4117937e1	7.6437625e-1	
2023-10-20	0:28:07	-2.20711e1	-1.29930e-2	-2.73149e2	5.16134e1	7.11589e1	-4.6169757e-3	-1.0371208e-4	2.4117937e1	7.5937757e-1	
2023-10-20	0:28:07	-2.24936e1	-2.39390e-2	-2.73149e2	5.16134e1	7.11732e1	-4.7086477e-3	-1.9133090e-4	2.4180879e1	7.5966925e-1	
2023-10-20	0:28:08	-2.16847e1	-2.62296e-2	-2.73149e2	5.16168e1	7.11750e1	-4.5351982e-3	-2.0968914e-4	2.4148149e1	7.6460647e-1	
2023-10-20	0:28:08	-2.17437e1	-1.52738e-2	-2.73149e2	5.16134e1	7.11622e1	-4.5469999e-3	-1.2195110e-4	2.4137239e1	7.6180844e-1	
2023-10-20	0:28:09	-2.22584e1	-1.23057e-2	-2.73149e2	5.16134e1	7.11657e1	-4.6576261e-3	-9.8228454e-5	2.4133043e1	7.6032171e-1	
2023-10-20	0:28:09	-2.17981e1	-1.33188e-2	-2.73149e2	5.16168e1	7.11717e1	-4.5592784e-3	-1.0633468e-4	2.4123811e1	7.6488771e-1	
2023-10-20	0:28:10	-2.23178e1	-1.18894e-2	-2.73149e2	5.16201e1	7.11589e1	-4.6697854e-3	-9.4890594e-5	2.4136400e1	7.5357236e-1	
2023-10-20	0:28:10	-2.24666e1	-2.02587e-2	-2.73149e2	5.16167e1	7.11867e1	-4.7037601e-3	-1.6188621e-4	2.4111223e1	7.5859594e-1	
2023-10-20	0:28:11	-2.16922e1	-1.76842e-2	-2.73149e2	5.16168e1	7.11794e1	-4.5371055e-3	-1.4126300e-4	2.4175844e1	7.7106189e-1	
2023-10-20	0:28:11	-2.17340e1	-1.18767e-2	-2.73149e2	5.16201e1	7.11452e1	-4.5436620e-3	-9.4771385e-5	2.4157381e1	7.7256040e-1	
2023-10-20	0:28:12	-2.25144e1	-1.54290e-2	-2.73149e2	5.16234e1	7.11360e1	-4.7103166e-3	-1.2314319e-4	2.4139757e1	7.5134258e-1	
2023-10-20	0:28:12	-2.28217e1	-1.15861e-2	-2.73149e2	5.16168e1	7.11884e1	-4.7801733e-3	-9.2506408e-5	2.4116258e1	7.5001149e-1	
2023-10-20	0:28:13	-2.16412e1	-1.64577e-2	-2.73149e2	5.16134e1	7.11995e1	-4.5275688e-3	-1.3148784e-4	2.4121294e1	7.6714820e-1	
2023-10-20	0:28:13	-2.17620e1	-1.93867e-2	-2.73149e2	5.16201e1	7.11637e1	-4.5509338e-3	-1.5485286e-4	2.4149827e1	7.6606578e-1	
2023-10-20	0:28:14	-2.26522e1	-1.16961e-2	-2.73149e2	5.16167e1	7.11542e1	-4.7413110e-3	-9.3340873e-5	2.4119615e1	7.6026067e-1	
2023-10-20	0:28:14	-2.22053e1	-8.81404e-3	-2.73149e2	5.16134e1	7.11667e1	-4.6463012e-3	-7.0333480e-5	2.4117937e1	7.6337141e-1	
2023-10-20	0:28:15	-2.18762e1	-1.65107e-2	-2.73149e2	5.16134e1	7.11634e1	-4.5754909e-3	-1.3184547e-4	2.4117937e1	7.6086421e-1	
2023-10-20	0:28:15	-2.19658e1	-1.89381e-2	-2.73149e2	5.16101e1	7.11677e1	-4.5950412e-3	-1.5127658e-4	2.4161577e1	7.5761251e-1	
2023-10-20	0:28:16	-2.16097e1	-2.12884e-2	-2.73149e2	5.16168e1	7.11782e1	-4.5193433e-3	-1.7011165e-4	2.4148988e1	7.6580548e-1	
2023-10-20	0:28:16	-2.16394e1	-2.12650e-2	-2.73149e2	5.16167e1	7.11567e1	-4.5242309e-3	-1.6987323e-4	2.4163255e1	7.6780314e-1	
2023-10-20	0:28:17	-2.22168e1	-9.50346e-3	-2.73149e2	5.16134e1	7.11452e1	-4.6472549e-3	-7.5817108e-5	2.4176683e1	7.5934882e-1	
2023-10-20	0:28:17	-2.22004e1	-9.35098e-3	-2.73149e2	5.16201e1	7.11709e1	-4.6454668e-3	-7.4625015e-5	2.4127168e1	7.5435256e-1	
2023-10-20	0:28:18	-2.21888e1	-2.15695e-2	-2.73149e2	5.16168e1	7.11839e1	-4.6439170e-3	-1.7237663e-4	2.4121294e1	7.6506524e-1	
2023-10-20	0:28:18	-2.19429e1	-2.56553e-2	-2.73149e2	5.16168e1	7.11589e1	-4.5894384e-3	-2.0503997e-4	2.4143953e1	7.6847786e-1	
2023-10-20	0:28:19	-2.24540e1	-9.51772e-3	-2.73149e2	5.16134e1	7.11502e1	-4.6985149e-3	-7.5936317e-5	2.4116258e1	7.5666041e-1	
2023-10-20	0:28:19	-2.23320e1	-3.79596e-3	-2.73149e2	5.16134e1	7.11750e1	-4.6740770e-3	-3.0279159e-5	2.4143114e1	7.5812668e-1	
2023-10-20	0:28:20	-2.10633e1	-1.89066e-2	-2.73149e2	5.16168e1	7.11757e1	-4.4021606e-3	-1.5103816e-4	2.4165773e1	7.7233457e-1	
2023-10-20	0:28:20	-2.17430e1	-2.47534e-2	-2.73149e2	5.16134e1	7.11417e1	-4.5454502e-3	-1.9776821e-4	2.4150667e1	7.7159433e-1	
2023-10-20	0:28:21	-2.24371e1	-1.26543e-2	-2.73149e2	5.16168e1	7.11350e1	-4.6937465e-3	-1.0097026e-4	2.4143114e1	7.5626950e-1	
2023-10-20	0:28:21	-2.20812e1	-1.23188e-2	-2.73149e2	5.16167e1	7.11765e1	-4.6203136e-3	-9.8347663e-5	2.4139757e1	7.5606956e-1	
2023-10-20	0:28:22	-2.19512e1	-2.08845e-2	-2.73149e2	5.16201e1	7.11857e1	-4.5930147e-3	-1.6689300e-4	2.4141435e1	7.6456904e-1	
2023-10-20	0:28:22	-2.21226e1	-1.58852e-2	-2.73149e2	5.16201e1	7.11627e1	-4.6281814e-3	-1.2683868e-4	2.4133882e1	7.5445795e-1	
2023-10-20	0:28:23	-2.21291e1	-1.43756e-2	-2.73149e2	5.16201e1	7.11819e1	-4.6309232e-3	-1.1479854e-4	2.4115419e1	7.6027579e-1	
2023-10-20	0:28:23	-2.19662e1	-2.45208e-2	-2.73149e2	5.16201e1	7.11702e1	-4.5951604e-3	-1.9598007e-4	2.4143953e1	7.7344841e-1	
2023-10-20	0:28:24	-2.23272e1	-2.07642e-2	-2.73149e2	5.16167e1	7.11377e1	-4.6703815e-3	-1.6582012e-4	2.4145631e1	7.6968240e-1	
2023-10-20	0:28:24	-2.27301e1	-1.15637e-2	-2.73149e2	5.16167e1	7.11422e1	-4.7571659e-3	-9.2267990e-5	2.4121294e1	7.5795311e-1	
2023-10-20	0:28:25	-2.24325e1	-1.56295e-2	-2.73149e2	5.16168e1	7.11722e1	-4.6954154e-3	-1.2481212e-4	2.4115419e1	7.5893902e-1	
2023-10-20	0:28:25	-2.21483e1	-1.94737e-2	-2.73149e2	5.16168e1	7.11717e1	-4.6343803e-3	-1.5556812e-4	2.4153184e1	7.6145200e-1	
2023-10-20	0:28:26	-2.24881e1	-1.71355e-2	-2.73149e2	5.16168e1	7.11687e1	-4.7070980e-3	-1.3685226e-4	2.4143953e1	7.6409201e-1	
2023-10-20	0:28:26	-2.21479e1	-1.89408e-2	-2.73149e2	5.16234e1	7.11607e1	-4.6334266e-3	-1.5127658e-4	2.4150667e1	7.6786236e-1	
2023-10-20	0:28:27	-2.21253e1	-2.48549e-2	-2.73149e2	5.16234e1	7.11514e1	-4.6279430e-3	-1.9860267e-4	2.4140596e1	7.5661273e-1	
2023-10-20	0:28:27	-2.22983e1	-1.82659e-2	-2.73149e2	5.16201e1	7.11774e1	-4.6669244e-3	-1.4591217e-4	2.4118776e1	7.5737628e-1	
2023-10-20	0:28:28	-2.14260e1	-1.17657e-2	-2.73149e2	5.16134e1	7.11835e1	-4.4803619e-3	-9.3936920e-5	2.4143953e1	7.6725459e-1	
2023-10-20	0:28:28	-2.21180e1	-1.36797e-2	-2.73149e2	5.16101e1	7.11545e1	-4.6267509e-3	-1.0919570e-4	2.4125490e1	7.5966720e-1	
2023-10-20	0:28:29	-2.26761e1	-1.74185e-2	-2.73149e2	5.16134e1	7.11685e1	-4.7475099e-3	-1.3911724e-4	2.4114580e1	7.6374812e-1	
2023-10-20	0:28:29	-2.20735e1	-2.20370e-2	-2.73149e2	5.16101e1	7.11627e1	-4.6178102e-3	-1.7607212e-4	2.4185075e1	7.6117410e-1	
2023-10-20	0:28:30	-2.20110e1	-1.57057e-2	-2.73149e2	5.16168e1	7.11649e1	-4.6044588e-3	-1.2540817e-4	2.4140596e1	7.6587677e-1	
2023-10-20	0:28:30	-2.15755e1	-1.82408e-2	-2.73149e2	5.16201e1	7.11589e1	-4.5106410e-3	-1.4567375e-4	2.4139757e1	7.6659755e-1	
2023-10-20	0:28:31	-2.22630e1	-2.37688e-2	-2.73149e2	5.16201e1	7.11497e1	-4.6573877e-3	-1.8990039e-4	2.4133043e1	7.5395078e-1	
2023-10-20	0:28:31	-2.27364e1	-1.71763e-2	-2.73149e2	5.16201e1	7.11857e1	-4.7615766e-3	-1.3720989e-4	2.4143114e1	7.5534300e-1	
2023-10-20	0:28:32	-2.20949e1	-2.13160e-2	-2.73149e2	5.16201e1	7.11862e1	-4.6238899e-3	-1.7035007e-4	2.4139757e1	7.6816921e-1	
2023-10-20	0:28:32	-2.21501e1	-2.44081e-2	-2.73149e2	5.16201e1	7.11517e1	-4.6333074e-3	-1.9502639e-4	2.4147310e1	7.6774926e-1	
2023-10-20	0:28:33	-2.23527e1	-1.73491e-2	-2.73149e2	5.16168e1	7.11482e1	-4.6765804e-3	-1.3852119e-4	2.4132204e1	7.5619912e-1	
2023-10-20	0:28:33	-2.23365e1	-1.28400e-2	-2.73149e2	5.16167e1	7.11807e1	-4.6753883e-3	-1.0251998e-4	2.4127168e1	7.5995593e-1	
2023-10-20	0:28:34	-2.19343e1	-1.93689e-2	-2.73149e2	5.16201e1	7.11742e1	-4.5886039e-3	-1.5473365e-4	2.4140596e1	7.6602954e-1	
2023-10-20	0:28:34	-2.19133e1	-2.79329e-2	-2.73149e2	5.16168e1	7.11542e1	-4.5827627e-3	-2.2327899e-4	2.4147310e1	7.5883054e-1	
2023-10-20	0:28:35	-2.23615e1	-2.25412e-2	-2.73149e2	5.16234e1	7.11719e1	-4.6800374e-3	-1.8012523e-4	2.4128007e1	7.6106348e-1	
2023-10-20	0:28:35	-2.29012e1	-1.68823e-2	-2.73149e2	5.16234e1	7.11697e1	-4.7957897e-3	-1.3482570e-4	2.4126329e1	7.6248078e-1	
2023-10-20	0:28:36	-2.25779e1	-1.03807e-2	-2.73149e2	5.16134e1	7.11685e1	-4.7264099e-3	-8.2850456e-5	2.4120454e1	7.6057233e-1	
2023-10-20	0:28:36	-2.16334e1	-1.35577e-2	-2.73149e2	5.16068e1	7.11682e1	-4.5238733e-3	-1.0824203e-4	2.4117097e1	7.6147074e-1	
2023-10-20	0:28:37	-2.19302e1	-1.85806e-2	-2.73149e2	5.16101e1	7.11677e1	-4.5874118e-3	-1.4841556e-4	2.4118776e1	7.6147341e-1	
2023-10-20	0:28:37	-2.23963e1	-1.47361e-2	-2.73149e2	5.16168e1	7.11677e1	-4.6873092e-3	-1.1765956e-4	2.4132204e1	7.6687426e-1	
2023-10-20	0:28:38	-2.22143e1	-2.45555e-2	-2.73149e2	5.16134e1	7.11545e1	-4.6473741e-3	-1.9621849e-4	2.4121294e1	7.6558876e-1	
2023-10-20	0:28:38	-2.26129e1	-2.06985e-2	-2.73149e2	5.16168e1	7.11589e1	-4.7332048e-3	-1.6534328e-4	2.4181718e1	7.5790481e-1	
2023-10-20	0:28:39	-2.23934e1	-1.44219e-2	-2.73149e2	5.16168e1	7.11732e1	-4.6870708e-3	-1.1515617e-4	2.4148988e1	7.6619696e-1	
2023-10-20	0:28:39	-2.15369e1	-1.85251e-2	-2.73149e2	5.16167e1	7.11537e1	-4.5020580e-3	-1.4793872e-4	2.4163255e1	7.6624112e-1	
2023-10-20	0:28:40	-2.13247e1	-1.49034e-2	-2.73149e2	5.16134e1	7.11512e1	-4.4565200e-3	-1.1897087e-4	2.4117937e1	7.5449838e-1	
2023-10-20	0:28:40	-2.17732e1	-1.21983e-2	-2.73149e2	5.16134e1	7.11829e1	-4.5547485e-3	-9.7393989e-5	2.4136400e1	7.5943336e-1	
2023-10-20	0:28:41	-2.20159e1	-1.75813e-2	-2.73149e2	5.16168e1	7.11740e1	-4.6061277e-3	-1.4042854e-4	2.4117937e1	7.6251907e-1	
2023-10-20	0:28:41	-2.18808e1	-1.54823e-2	-2.73149e2	5.16101e1	7.11622e1	-4.5764446e-3	-1.2362003e-4	2.4109544e1	7.6333456e-1	
2023-10-20	0:28:42	-2.20046e1	-8.87461e-3	-2.73149e2	5.16167e1	7.11604e1	-4.6027898e-3	-7.0810317e-5	2.4142274e1	7.5967602e-1	
2023-10-20	0:28:42	-2.21487e1	-1.10519e-2	-2.73149e2	5.16201e1	7.11712e1	-4.6343803e-3	-8.8214874e-5	2.4132204e1	7.5615901e-1	
2023-10-20	0:28:43	-2.24949e1	-1.84590e-2	-2.73149e2	5.16167e1	7.11784e1	-4.7092437e-3	-1.4746189e-4	2.4134721e1	7.6853408e-1	
2023-10-20	0:28:43	-2.23286e1	-2.47196e-2	-2.73149e2	5.16201e1	7.11547e1	-4.6718120e-3	-1.9752979e-4	2.4156541e1	7.6811699e-1	
2023-10-20	0:28:44	-2.25320e1	-1.50983e-2	-2.73149e2	5.16201e1	7.11477e1	-4.7149658e-3	-1.2052059e-4	2.4175004e1	7.6033630e-1	
2023-10-20	0:28:44	-2.23679e1	-9.45552e-3	-2.73149e2	5.16168e1	7.11697e1	-4.6813488e-3	-7.5459480e-5	2.4120454e1	7.5054454e-1	
2023-10-20	0:28:45	-2.19364e1	-1.54454e-2	-2.73149e2	5.16134e1	7.11957e1	-4.5906305e-3	-1.2338161e-4	2.4113740e1	7.5059347e-1	
2023-10-20	0:28:45	-2.19467e1	-1.54601e-2	-2.73149e2	5.16134e1	7.11967e1	-4.5928955e-3	-1.2350082e-4	2.4134721e1	7.6310892e-1	
2023-10-20	0:28:46	-2.20430e1	-1.64507e-2	-2.73149e2	5.16167e1	7.11657e1	-4.6113729e-3	-1.3136863e-4	2.4148988e1	7.7928857e-1	
2023-10-20	0:28:46	-2.24528e1	-1.62071e-2	-2.73149e2	5.16134e1	7.11222e1	-4.6962499e-3	-1.2934207e-4	2.4164094e1	7.7274556e-1	
2023-10-20	0:28:47	-2.27481e1	-5.80142e-3	-2.73149e2	5.16201e1	7.11272e1	-4.7599077e-3	-4.6253204e-5	2.4145631e1	7.5762329e-1	
2023-10-20	0:28:47	-2.30875e1	-8.58948e-3	-2.73149e2	5.16201e1	7.11737e1	-4.8362016e-3	-6.8545341e-5	2.4117097e1	7.5174207e-1	
2023-10-20	0:28:48	-2.27741e1	-1.77102e-2	-2.73149e2	5.16168e1	7.11947e1	-4.7703981e-3	-1.4150142e-4	2.4123811e1	7.5740742e-1	
2023-10-20	0:28:48	-2.23530e1	-1.68060e-2	-2.73149e2	5.16201e1	7.11767e1	-4.6786069e-3	-1.3422966e-4	2.4160737e1	7.7061986e-1	
2023-10-20	0:28:49	-2.24837e1	-2.00321e-2	-2.73149e2	5.16134e1	7.11444e1	-4.7044754e-3	-1.5997886e-4	2.4149827e1	7.6974673e-1	
2023-10-20	0:28:49	-2.28951e1	-1.80959e-2	-2.73149e2	5.16167e1	7.11419e1	-4.7925710e-3	-1.4448165e-4	2.4149827e1	7.5944786e-1	
2023-10-20	0:28:50	-2.23130e1	-1.30509e-2	-2.73149e2	5.16201e1	7.11699e1	-4.6695470e-3	-1.0418891e-4	2.4117097e1	7.4853534e-1	
2023-10-20	0:28:50	-2.18170e1	-1.53848e-2	-2.73149e2	5.16168e1	7.12012e1	-4.5653581e-3	-1.2290477e-4	2.4103670e1	7.5176191e-1	
2023-10-20	0:28:51	-2.18170e1	-2.27387e-2	-2.73149e2	5.16134e1	7.12040e1	-4.5655965e-3	-1.8179416e-4	2.4109544e1	7.6857805e-1	
2023-10-20	0:28:51	-2.16229e1	-2.27546e-2	-2.73149e2	5.16101e1	7.11532e1	-4.5205354e-3	-1.8179416e-4	2.4128847e1	7.7378153e-1	
2023-10-20	0:28:52	-2.22080e1	-1.71734e-2	-2.73149e2	5.16134e1	7.11347e1	-4.6446323e-3	-1.3709068e-4	2.4159059e1	7.6662702e-1	
2023-10-20	0:28:52	-2.23477e1	-1.18305e-2	-2.73149e2	5.16168e1	7.11532e1	-4.6758651e-3	-9.4413757e-5	2.4121294e1	7.5557713e-1	
2023-10-20	0:28:53	-2.22508e1	-9.15578e-3	-2.73149e2	5.16168e1	7.11794e1	-4.6569108e-3	-7.3075294e-5	2.4156541e1	7.5675096e-1	
2023-10-20	0:28:53	-2.25301e1	-1.17361e-2	-2.73149e2	5.16168e1	7.11827e1	-4.7171115e-3	-9.3698501e-5	2.4148988e1	7.6399655e-1	
2023-10-20	0:28:54	-2.22485e1	-1.67644e-2	-2.73149e2	5.16201e1	7.11634e1	-4.6552419e-3	-1.3387203e-4	2.4149827e1	7.6667456e-1	
2023-10-20	0:28:54	-2.21795e1	-1.46795e-2	-2.73149e2	5.16201e1	7.11535e1	-4.6397447e-3	-1.1718273e-4	2.4129686e1	7.6384887e-1	
2023-10-20	0:28:55	-2.22855e1	-1.39620e-2	-2.73149e2	5.16168e1	7.11617e1	-4.6631097e-3	-1.1146068e-4	2.4116258e1	7.5999612e-1	
2023-10-20	0:28:55	-2.20967e1	-2.39845e-2	-2.73149e2	5.16168e1	7.11715e1	-4.6232938e-3	-1.9168853e-4	2.4150667e1	7.6047468e-1	
2023-10-20	0:28:56	-2.20699e1	-2.07398e-2	-2.73149e2	5.16168e1	7.11705e1	-4.6174526e-3	-1.6570091e-4	2.4139757e1	7.6324963e-1	
2023-10-20	0:28:56	-2.19980e1	-1.96838e-2	-2.73149e2	5.16134e1	7.11652e1	-4.6017169e-3	-1.5723705e-4	2.4144792e1	7.6559171e-1	
2023-10-20	0:28:57	-2.23927e1	-2.39901e-2	-2.73149e2	5.16134e1	7.11539e1	-4.6856403e-3	-1.9168853e-4	2.4109544e1	7.5930209e-1	
2023-10-20	0:28:57	-2.27728e1	-1.11859e-2	-2.73149e2	5.16101e1	7.11709e1	-4.7684907e-3	-8.9287757e-5	2.4137239e1	7.5556507e-1	
2023-10-20	0:28:58	-2.19137e1	-1.06918e-2	-2.73149e2	5.16168e1	7.11842e1	-4.5849084e-3	-8.5353851e-5	2.4138078e1	7.6848278e-1	
2023-10-20	0:28:58	-2.16745e1	-1.87343e-2	-2.73149e2	5.16234e1	7.11527e1	-4.5313835e-3	-1.4960765e-4	2.4112901e1	7.6768321e-1	
2023-10-20	0:28:59	-2.22293e1	-1.80645e-2	-2.73149e2	5.16201e1	7.11490e1	-4.6501159e-3	-1.4424324e-4	2.4122972e1	7.6283617e-1	
2023-10-20	0:28:59	-2.19897e1	-2.19479e-2	-2.73149e2	5.16134e1	7.11630e1	-4.5998096e-3	-1.7535686e-4	2.4162416e1	7.5839519e-1	
2023-10-20	0:29:00	-2.21485e1	-2.09168e-2	-2.73149e2	5.16201e1	7.11770e1	-4.6347379e-3	-1.6713142e-4	2.4143953e1	7.6221809e-1	
2023-10-20	0:29:00	-2.25526e1	-1.63905e-2	-2.73149e2	5.16234e1	7.11699e1	-4.7209262e-3	-1.3089179e-4	2.4131364e1	7.6140022e-1	
2023-10-20	0:29:01	-2.21370e1	-1.32001e-2	-2.73149e2	5.16201e1	7.11697e1	-4.6317577e-3	-1.0538101e-4	2.4137239e1	7.5972881e-1	
2023-10-20	0:29:01	-2.27435e1	-1.68074e-2	-2.73149e2	5.16168e1	7.11702e1	-4.7620534e-3	-1.3422966e-4	2.4129686e1	7.6021604e-1	
2023-10-20	0:29:02	-2.27240e1	-1.86547e-2	-2.73149e2	5.16134e1	7.11699e1	-4.7578811e-3	-1.4901161e-4	2.4148988e1	7.7091808e-1	
2023-10-20	0:29:02	-2.19672e1	-2.03453e-2	-2.73149e2	5.16134e1	7.11432e1	-4.5936107e-3	-1.6248226e-4	2.4144792e1	7.7011632e-1	
2023-10-20	0:29:03	-2.23749e1	-1.68588e-2	-2.73149e2	5.16167e1	7.11417e1	-4.6808719e-3	-1.3458728e-4	2.4152345e1	7.6047039e-1	
2023-10-20	0:29:03	-2.27130e1	-7.59001e-3	-2.73149e2	5.16168e1	7.11670e1	-4.7552585e-3	-6.0558319e-5	2.4116258e1	7.5249977e-1	
2023-10-20	0:29:04	-2.25669e1	-1.56550e-2	-2.73149e2	5.16168e1	7.11922e1	-4.7256946e-3	-1.2505054e-4	2.4126329e1	7.5356101e-1	
2023-10-20	0:29:04	-2.18882e1	-2.27861e-2	-2.73149e2	5.16134e1	7.11952e1	-4.5802593e-3	-1.8215179e-4	2.4144792e1	7.6777734e-1	
2023-10-20	0:29:05	-2.22596e1	-2.07435e-2	-2.73149e2	5.16101e1	7.11562e1	-4.6572685e-3	-1.6570091e-4	2.4148988e1	7.7056975e-1	
2023-10-20	0:29:05	-2.29518e1	-1.06087e-2	-2.73149e2	5.16167e1	7.11415e1	-4.8047304e-3	-8.4638595e-5	2.4166612e1	7.5975704e-1	
