"2023-10-14 at 9:22"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2023-10-14	9:23:34	-1.76733e1	1.22455	-2.08227e1	5.16234e1	9.57190e1	-5.0768852e-3	1.1819839e-2	2.4166612e1	7.3081307e-1	
2023-10-14	9:23:35	-1.77917e1	1.23872	-2.06909e1	5.16167e1	9.57142e1	-5.1114559e-3	1.1943757e-2	2.4163255e1	7.3460998e-1	
2023-10-14	9:23:35	-1.78468e1	1.24194	-2.06602e1	5.16167e1	9.57212e1	-5.1280260e-3	1.1972844e-2	2.4164094e1	7.3056764e-1	
2023-10-14	9:23:36	-1.78468e1	1.24194	-2.06602e1	5.16167e1	9.57212e1	-5.1280260e-3	1.1972844e-2	2.4164094e1	7.3056764e-1	
2023-10-14	9:23:36	-1.76119e1	1.21119	-2.09489e1	5.16234e1	9.57172e1	-5.0587654e-3	1.1702239e-2	2.4162416e1	7.3127737e-1	
2023-10-14	9:23:37	-1.74223e1	1.23161	-2.07570e1	5.16201e1	9.57147e1	-5.0030946e-3	1.1881411e-2	2.4157381e1	7.3427820e-1	
2023-10-14	9:23:37	-1.77391e1	1.23435	-2.07310e1	5.16167e1	9.57194e1	-5.0963163e-3	1.1906087e-2	2.4164094e1	7.3043222e-1	
2023-10-14	9:23:38	-1.77173e1	1.21673	-2.08968e1	5.16168e1	9.57145e1	-5.0896406e-3	1.1750817e-2	2.4157381e1	7.3517417e-1	
2023-10-14	9:23:38	-1.74272e1	1.21726	-2.08913e1	5.16167e1	9.57177e1	-5.0047636e-3	1.1755943e-2	2.4159898e1	7.3178014e-1	
2023-10-14	9:23:39	-1.74272e1	1.21726	-2.08913e1	5.16167e1	9.57177e1	-5.0047636e-3	1.1755943e-2	2.4159898e1	7.3178014e-1	
2023-10-14	9:23:39	-1.75704e1	1.22261	-2.08408e1	5.16167e1	9.57194e1	-5.0468444e-3	1.1803150e-2	2.4167451e1	7.3103213e-1	
2023-10-14	9:23:40	-1.80225e1	1.23705	-2.07064e1	5.16234e1	9.57142e1	-5.1790475e-3	1.1928915e-2	2.4161577e1	7.3479838e-1	
2023-10-14	9:23:40	-1.80887e1	1.24265	-2.06538e1	5.16234e1	9.57197e1	-5.1988363e-3	1.1978685e-2	2.4162416e1	7.3079442e-1	
2023-10-14	9:23:41	-1.77246e1	1.23750	-2.07026e1	5.16134e1	9.57117e1	-5.0916671e-3	1.1932849e-2	2.4152345e1	7.3471379e-1	
2023-10-14	9:23:41	-1.78072e1	1.20563	-2.10014e1	5.16134e1	9.57190e1	-5.1163434e-3	1.1653900e-2	2.4154863e1	7.3079729e-1	
2023-10-14	9:23:42	-1.78072e1	1.20563	-2.10014e1	5.16134e1	9.57190e1	-5.1163434e-3	1.1653900e-2	2.4154863e1	7.3079729e-1	
2023-10-14	9:23:42	-1.79863e1	1.21970	-2.08679e1	5.16201e1	9.57214e1	-5.1689147e-3	1.1777698e-2	2.4158220e1	7.3170270e-1	
2023-10-14	9:23:43	-1.79378e1	1.22635	-2.08061e1	5.16201e1	9.57162e1	-5.1543712e-3	1.1835455e-2	2.4159059e1	7.3411531e-1	
2023-10-14	9:23:43	-1.78422e1	1.19639	-2.10896e1	5.16134e1	9.57190e1	-5.1265954e-3	1.1572539e-2	2.4159898e1	7.3057622e-1	
2023-10-14	9:23:44	-1.74539e1	1.20703	-2.09883e1	5.16201e1	9.57172e1	-5.0125122e-3	1.1665761e-2	2.4159898e1	7.3442564e-1	
2023-10-14	9:23:44	-1.74959e1	1.22778	-2.07924e1	5.16201e1	9.57187e1	-5.0249099e-3	1.1848270e-2	2.4168291e1	7.3100337e-1	
2023-10-14	9:23:45	-1.74959e1	1.22778	-2.07924e1	5.16201e1	9.57187e1	-5.0249099e-3	1.1848270e-2	2.4168291e1	7.3100337e-1	
2023-10-14	9:23:45	-1.77861e1	1.20512	-2.10059e1	5.16167e1	9.57222e1	-5.1102638e-3	1.1649727e-2	2.4164934e1	7.3045330e-1	
2023-10-14	9:23:46	-1.77958e1	1.20275	-2.10291e1	5.16201e1	9.57170e1	-5.1127672e-3	1.1628091e-2	2.4155702e1	7.3448944e-1	
2023-10-14	9:23:46	-1.79307e1	1.18995	-2.11514e1	5.16167e1	9.57202e1	-5.1525831e-3	1.1515796e-2	2.4159898e1	7.3180208e-1	
2023-10-14	9:23:47	-1.80436e1	1.19056	-2.11462e1	5.16168e1	9.57142e1	-5.1853656e-3	1.1520445e-2	2.4158220e1	7.3437433e-1	
2023-10-14	9:23:47	-1.79860e1	1.20808	-2.09778e1	5.16167e1	9.57217e1	-5.1689147e-3	1.1675655e-2	2.4154863e1	7.3118124e-1	
2023-10-14	9:23:48	-1.79860e1	1.20808	-2.09778e1	5.16167e1	9.57217e1	-5.1689147e-3	1.1675655e-2	2.4154863e1	7.3118124e-1	
2023-10-14	9:23:48	-1.81809e1	1.23574	-2.07177e1	5.16167e1	9.57219e1	-5.2261352e-3	1.1918604e-2	2.4162416e1	7.3237843e-1	
2023-10-14	9:23:49	-1.76938e1	1.24199	-2.06605e1	5.16167e1	9.57145e1	-5.0827264e-3	1.1972486e-2	2.4158220e1	7.3566050e-1	
2023-10-14	9:23:49	-1.75872e1	1.25461	-2.05434e1	5.16134e1	9.57202e1	-5.0518512e-3	1.2083709e-2	2.4162416e1	7.3143939e-1	
2023-10-14	9:23:50	-1.79227e1	1.22816	-2.07893e1	5.16201e1	9.57145e1	-5.1498413e-3	1.1851131e-2	2.4157381e1	7.3500156e-1	
2023-10-14	9:23:50	-1.78814e1	1.19537	-2.10994e1	5.16234e1	9.57190e1	-5.1379203e-3	1.1563241e-2	2.4171648e1	7.3013401e-1	
2023-10-14	9:23:51	-1.78814e1	1.19537	-2.10994e1	5.16234e1	9.57190e1	-5.1379203e-3	1.1563241e-2	2.4171648e1	7.3013401e-1	
2023-10-14	9:23:51	-1.76487e1	1.21274	-2.09339e1	5.16234e1	9.57197e1	-5.0697326e-3	1.1716187e-2	2.4170808e1	7.3055753e-1	
2023-10-14	9:23:52	-1.77346e1	1.22149	-2.08517e1	5.16201e1	9.57162e1	-5.0947666e-3	1.1792778e-2	2.4155702e1	7.3419384e-1	
2023-10-14	9:23:52	-1.76812e1	1.22866	-2.07840e1	5.16168e1	9.57202e1	-5.0793886e-3	1.1856317e-2	2.4164094e1	7.3235363e-1	
2023-10-14	9:23:53	-1.76771e1	1.21482	-2.09152e1	5.16201e1	9.57110e1	-5.0776004e-3	1.1733531e-2	2.4158220e1	7.3658294e-1	
2023-10-14	9:23:53	-1.79452e1	1.21140	-2.09469e1	5.16167e1	9.57170e1	-5.1566362e-3	1.1704325e-2	2.4165773e1	7.3026795e-1	
2023-10-14	9:23:54	-1.79452e1	1.21140	-2.09469e1	5.16167e1	9.57170e1	-5.1566362e-3	1.1704325e-2	2.4165773e1	7.3026795e-1	
2023-10-14	9:23:54	-1.75109e1	1.20261	-2.10298e1	5.16234e1	9.57222e1	-5.0294399e-3	1.1627376e-2	2.4160737e1	7.3138446e-1	
2023-10-14	9:23:55	-1.76307e1	1.21238	-2.09375e1	5.16201e1	9.57174e1	-5.0643682e-3	1.1712908e-2	2.4162416e1	7.3426766e-1	
2023-10-14	9:23:55	-1.75694e1	1.23780	-2.06986e1	5.16201e1	9.57214e1	-5.0466060e-3	1.1936485e-2	2.4165773e1	7.3100872e-1	
2023-10-14	9:23:56	-1.77670e1	1.24133	-2.06665e1	5.16201e1	9.57155e1	-5.1041841e-3	1.1966705e-2	2.4159898e1	7.3454232e-1	
2023-10-14	9:23:56	-1.83239e1	1.23115	-2.07604e1	5.16167e1	9.57232e1	-5.2682161e-3	1.1878490e-2	2.4158220e1	7.3119134e-1	
2023-10-14	9:23:57	-1.83239e1	1.23115	-2.07604e1	5.16167e1	9.57232e1	-5.2682161e-3	1.1878490e-2	2.4158220e1	7.3119134e-1	
2023-10-14	9:23:57	-1.73873e1	1.20387	-2.10179e1	5.16201e1	9.57209e1	-4.9932003e-3	1.1638462e-2	2.4157381e1	7.3118419e-1	
2023-10-14	9:23:58	-1.74551e1	1.22294	-2.08381e1	5.16201e1	9.57157e1	-5.0127506e-3	1.1805474e-2	2.4162416e1	7.3378710e-1	
2023-10-14	9:23:58	-1.81241e1	1.23614	-2.07141e1	5.16201e1	9.57209e1	-5.2093267e-3	1.1921882e-2	2.4159059e1	7.3224048e-1	
2023-10-14	9:23:59	-1.81072e1	1.24406	-2.06411e1	5.16167e1	9.57170e1	-5.2042007e-3	1.1990904e-2	2.4161577e1	7.3412809e-1	
2023-10-14	9:23:59	-1.75176e1	1.23931	-2.06847e1	5.16201e1	9.57202e1	-5.0313472e-3	1.1949539e-2	2.4159898e1	7.3088717e-1	
2023-10-14	9:24:00	-1.75176e1	1.23931	-2.06847e1	5.16201e1	9.57202e1	-5.0313472e-3	1.1949539e-2	2.4159898e1	7.3088717e-1	
2023-10-14	9:24:00	-1.80901e1	1.20155	-2.10401e1	5.16167e1	9.57209e1	-5.1994323e-3	1.1618077e-2	2.4163255e1	7.3105792e-1	
2023-10-14	9:24:01	-1.79310e1	1.20939	-2.09658e1	5.16201e1	9.57174e1	-5.1524639e-3	1.1686623e-2	2.4162416e1	7.3420481e-1	
2023-10-14	9:24:01	-1.78493e1	1.20893	-2.09694e1	5.16167e1	9.57247e1	-5.1289796e-3	1.1683523e-2	2.4162416e1	7.3072795e-1	
2023-10-14	9:24:02	-1.76176e1	1.22431	-2.08250e1	5.16201e1	9.57182e1	-5.0605535e-3	1.1817753e-2	2.4164934e1	7.3536376e-1	
2023-10-14	9:24:02	-1.76769e1	1.21058	-2.09543e1	5.16201e1	9.57202e1	-5.0780773e-3	1.1697351e-2	2.4165773e1	7.3148674e-1	
2023-10-14	9:24:03	-1.76769e1	1.21058	-2.09543e1	5.16201e1	9.57202e1	-5.0780773e-3	1.1697351e-2	2.4165773e1	7.3148674e-1	
2023-10-14	9:24:03	-1.75154e1	1.21964	-2.08683e1	5.16167e1	9.57237e1	-5.0309896e-3	1.1777520e-2	2.4167451e1	7.3196210e-1	
2023-10-14	9:24:04	-1.76685e1	1.21124	-2.09485e1	5.16134e1	9.57157e1	-5.0754547e-3	1.1702895e-2	2.4158220e1	7.3397579e-1	
2023-10-14	9:24:04	-1.80335e1	1.22064	-2.08589e1	5.16134e1	9.57229e1	-5.1829814e-3	1.1786341e-2	2.4162416e1	7.3220133e-1	
2023-10-14	9:24:05	-1.78948e1	1.23566	-2.07193e1	5.16234e1	9.57147e1	-5.1416158e-3	1.1916816e-2	2.4170808e1	7.3619251e-1	
2023-10-14	9:24:05	-1.73806e1	1.21970	-2.08683e1	5.16234e1	9.57187e1	-4.9910545e-3	1.1777222e-2	2.4148988e1	7.3240661e-1	
2023-10-14	9:24:06	-1.73806e1	1.21970	-2.08683e1	5.16234e1	9.57187e1	-4.9910545e-3	1.1777222e-2	2.4148988e1	7.3240661e-1	
2023-10-14	9:24:06	-1.78508e1	1.23171	-2.07556e1	5.16234e1	9.57194e1	-5.1289796e-3	1.1882722e-2	2.4161577e1	7.3161573e-1	
2023-10-14	9:24:07	-1.77150e1	1.20367	-2.10206e1	5.16201e1	9.57147e1	-5.0889253e-3	1.1635899e-2	2.4163255e1	7.3419957e-1	
2023-10-14	9:24:07	-1.73796e1	1.20207	-2.10349e1	5.16168e1	9.57219e1	-4.9910545e-3	1.1622846e-2	2.4163255e1	7.2974324e-1	
2023-10-14	9:24:08	-1.78001e1	1.21975	-2.08672e1	5.16168e1	9.57232e1	-5.1144361e-3	1.1778473e-2	2.4165773e1	7.3520331e-1	
2023-10-14	9:24:08	-1.76300e1	1.21730	-2.08902e1	5.16168e1	9.57242e1	-5.0646066e-3	1.1757075e-2	2.4164934e1	7.3110861e-1	
2023-10-14	9:24:09	-1.76300e1	1.21730	-2.08902e1	5.16168e1	9.57242e1	-5.0646066e-3	1.1757075e-2	2.4164934e1	7.3110861e-1	
2023-10-14	9:24:09	-1.78102e1	1.21612	-2.09016e1	5.16201e1	9.57225e1	-5.1172971e-3	1.1746346e-2	2.4161577e1	7.2982034e-1	
2023-10-14	9:24:10	-1.76821e1	1.22856	-2.07851e1	5.16201e1	9.57187e1	-5.0795078e-3	1.1855125e-2	2.4159059e1	7.3500099e-1	
2023-10-14	9:24:10	-1.77151e1	1.21018	-2.09583e1	5.16201e1	9.57184e1	-5.0891637e-3	1.1693656e-2	2.4157381e1	7.3051500e-1	
2023-10-14	9:24:11	-1.79923e1	1.22376	-2.08305e1	5.16234e1	9.57147e1	-5.1702260e-3	1.1812448e-2	2.4165773e1	7.3430962e-1	
2023-10-14	9:24:11	-1.80748e1	1.26813	-2.04200e1	5.16168e1	9.57190e1	-5.1947832e-3	1.2201547e-2	2.4156541e1	7.3109717e-1	
