"2023-10-11 at 10:52"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2023-10-11	10:52:50	-2.05879e1	1.16378e-2	-6.55895e1	5.16201e1	7.57497e1	-4.5986175e-3	9.8645687e-5	2.4143953e1	7.5846128e-1	
2023-10-11	10:52:50	-2.05434e1	1.58517e-2	-6.33075e1	5.16201e1	7.57392e1	-4.5877695e-3	1.3428926e-4	2.4136400e1	7.5772542e-1	
2023-10-11	10:52:51	-2.08653e1	6.28779e-3	-6.99726e1	5.16168e1	7.56942e1	-4.6584606e-3	5.3286552e-5	2.4167451e1	7.6865310e-1	
2023-10-11	10:52:51	-2.12511e1	7.81523e-3	-6.84515e1	5.16167e1	7.56939e1	-4.7466754e-3	6.6220760e-5	2.4118776e1	7.5920181e-1	
2023-10-11	10:52:52	-2.11456e1	1.22709e-2	-6.52063e1	5.16168e1	7.57089e1	-4.7235488e-3	1.0395050e-4	2.4117937e1	7.5494585e-1	
2023-10-11	10:52:52	-2.05901e1	1.16148e-2	-6.56073e1	5.16134e1	7.57147e1	-4.5969486e-3	9.8407268e-5	2.4172487e1	7.6638274e-1	
2023-10-11	10:52:53	-2.05901e1	1.16148e-2	-6.56073e1	5.16134e1	7.57147e1	-4.5969486e-3	9.8407268e-5	2.4172487e1	7.6638274e-1	
2023-10-11	10:52:53	-2.03500e1	1.25721e-2	-6.50314e1	5.16234e1	7.56787e1	-4.5396089e-3	1.0645389e-4	2.4118776e1	7.5048375e-1	
2023-10-11	10:52:54	-2.07387e1	1.77871e-2	-6.24430e1	5.16201e1	7.57217e1	-4.6312808e-3	1.5062093e-4	2.4164934e1	7.4139394e-1	
2023-10-11	10:52:54	-2.03534e1	9.26946e-3	-6.72308e1	5.16168e1	7.57777e1	-4.5468807e-3	7.8618526e-5	2.4117097e1	7.4068727e-1	
2023-10-11	10:52:55	-1.99760e1	8.03857e-3	-6.82445e1	5.16168e1	7.57785e1	-4.4606924e-3	6.8187713e-5	2.4143114e1	7.3928546e-1	
2023-10-11	10:52:55	-2.04909e1	1.46047e-2	-6.39115e1	5.16201e1	7.58115e1	-4.5804977e-3	1.2385845e-4	2.4145631e1	7.4062066e-1	
2023-10-11	10:52:56	-2.04276e1	8.68424e-3	-6.76950e1	5.16234e1	7.57917e1	-4.5646429e-3	7.3671340e-5	2.4170808e1	7.6122350e-1	
2023-10-11	10:52:56	-2.02420e1	1.12577e-2	-6.58314e1	5.16201e1	7.57499e1	-4.5195817e-3	9.5427036e-5	2.4127168e1	7.4935297e-1	
2023-10-11	10:52:57	-2.10567e1	1.83351e-2	-6.22096e1	5.16201e1	7.57590e1	-4.7065019e-3	1.5532970e-4	2.4164094e1	7.4001116e-1	
2023-10-11	10:52:57	-2.09874e1	1.82895e-2	-6.22242e1	5.16201e1	7.58020e1	-4.6935081e-3	1.5503168e-4	2.4143953e1	7.4092273e-1	
2023-10-11	10:52:58	-2.10793e1	1.30361e-2	-6.47526e1	5.16168e1	7.58069e1	-4.7149658e-3	1.1056661e-4	2.4137239e1	7.4138965e-1	
2023-10-11	10:52:58	-2.10793e1	1.30361e-2	-6.47526e1	5.16168e1	7.58069e1	-4.7149658e-3	1.1056661e-4	2.4137239e1	7.4138965e-1	
2023-10-11	10:52:59	-2.04785e1	8.04392e-3	-6.82384e1	5.16134e1	7.57935e1	-4.5765638e-3	6.8247318e-5	2.4163255e1	7.5483379e-1	
2023-10-11	10:52:59	-2.07816e1	1.69849e-2	-6.27857e1	5.16134e1	7.57760e1	-4.6447515e-3	1.4394521e-4	2.4111223e1	7.4411110e-1	
2023-10-11	10:53:00	-2.09200e1	1.40191e-2	-6.42184e1	5.16101e1	7.57789e1	-4.6766996e-3	1.1885166e-4	2.4152345e1	7.4776897e-1	
2023-10-11	10:53:00	-2.00948e1	1.26944e-2	-6.49498e1	5.16134e1	7.57877e1	-4.4884681e-3	1.0764598e-4	2.4115419e1	7.4010705e-1	
2023-10-11	10:53:01	-2.13709e1	1.25409e-2	-6.50768e1	5.16234e1	7.53994e1	-4.7539472e-3	1.0579824e-4	2.4113740e1	7.3568706e-1	
2023-10-11	10:53:01	-2.13709e1	1.25409e-2	-6.50768e1	5.16234e1	7.53994e1	-4.7539472e-3	1.0579824e-4	2.4113740e1	7.3568706e-1	
2023-10-11	10:53:02	-2.20565e1	2.20516e-2	-6.08497e1	5.16168e1	7.52727e1	-4.9015283e-3	1.8554925e-4	2.4131364e1	7.2980241e-1	
2023-10-11	10:53:02	-2.11099e1	2.12060e-2	-6.11547e1	5.16201e1	7.52262e1	-4.6828985e-3	1.7833709e-4	2.4167451e1	7.3778820e-1	
2023-10-11	10:53:03	-2.00046e1	1.55017e-2	-6.35335e1	5.16201e1	7.51437e1	-4.4268369e-3	1.3029575e-4	2.4163255e1	7.5496778e-1	
2023-10-11	10:53:03	-2.16944e1	2.24889e-2	-6.07194e1	5.16167e1	7.50687e1	-4.8049688e-3	1.8870830e-4	2.4138078e1	7.3780460e-1	
2023-10-11	10:53:04	-2.04468e1	1.29279e-2	-6.48847e1	5.16201e1	7.50814e1	-4.5229196e-3	1.0859966e-4	2.4119615e1	7.3532581e-1	
2023-10-11	10:53:04	-2.04468e1	1.29279e-2	-6.48847e1	5.16201e1	7.50814e1	-4.5229196e-3	1.0859966e-4	2.4119615e1	7.3532581e-1	
2023-10-11	10:53:05	-1.93134e1	-3.40252e-4	-2.73149e2	5.16168e1	7.50547e1	-4.2650699e-3	-2.8610229e-6	2.4164934e1	7.5797691e-1	
2023-10-11	10:53:05	-2.01188e1	3.19314e-4	-8.84592e1	5.16134e1	7.49820e1	-4.4424533e-3	2.6822090e-6	2.4146471e1	7.5920267e-1	
2023-10-11	10:53:06	-2.11659e1	1.63654e-2	-6.31460e1	5.16201e1	7.49612e1	-4.6777725e-3	1.3720989e-4	2.4100313e1	7.4857711e-1	
2023-10-11	10:53:06	-2.05792e1	1.53374e-2	-6.36367e1	5.16201e1	7.49052e1	-4.5413970e-3	1.2850761e-4	2.4154024e1	7.6488647e-1	
2023-10-11	10:53:07	-2.07852e1	1.83806e-2	-6.22798e1	5.16168e1	7.48750e1	-4.5859813e-3	1.5389919e-4	2.4159059e1	7.7051534e-1	
2023-10-11	10:53:07	-2.07852e1	1.83806e-2	-6.22798e1	5.16168e1	7.48750e1	-4.5859813e-3	1.5389919e-4	2.4159059e1	7.7051534e-1	
2023-10-11	10:53:08	-2.06391e1	1.58269e-2	-6.34079e1	5.16168e1	7.48472e1	-4.5511722e-3	1.3250112e-4	2.4168291e1	7.7073469e-1	
2023-10-11	10:53:08	-2.08806e1	1.44177e-2	-6.41037e1	5.16134e1	7.48332e1	-4.6048164e-3	1.2069940e-4	2.4147310e1	7.7517819e-1	
2023-10-11	10:53:09	-2.10865e1	1.55218e-2	-6.35573e1	5.16234e1	7.48067e1	-4.6494007e-3	1.2987852e-4	2.4140596e1	7.7453451e-1	
2023-10-11	10:53:09	-2.02701e1	9.50593e-3	-6.71443e1	5.16168e1	7.47907e1	-4.4642686e-3	7.9572200e-5	2.4155702e1	7.6826338e-1	
2023-10-11	10:53:10	-2.10022e1	1.26755e-2	-6.50562e1	5.16168e1	7.48082e1	-4.6305656e-3	1.0609626e-4	2.4174165e1	7.6922965e-1	
2023-10-11	10:53:10	-2.10022e1	1.26755e-2	-6.50562e1	5.16168e1	7.48082e1	-4.6305656e-3	1.0609626e-4	2.4174165e1	7.6922965e-1	
2023-10-11	10:53:11	-2.13658e1	1.91742e-2	-6.19655e1	5.16201e1	7.48124e1	-4.7129392e-3	1.6039609e-4	2.4165773e1	7.7227187e-1	
2023-10-11	10:53:11	-2.07000e1	1.11449e-2	-6.59967e1	5.16201e1	7.47947e1	-4.5614242e-3	9.3281269e-5	2.4133043e1	7.7459664e-1	
2023-10-11	10:53:12	-2.12667e1	1.66621e-2	-6.30294e1	5.16201e1	7.47802e1	-4.6883821e-3	1.3935565e-4	2.4145631e1	7.7570033e-1	
2023-10-11	10:53:12	-2.10233e1	1.63416e-2	-6.31753e1	5.16234e1	7.47777e1	-4.6331882e-3	1.3667345e-4	2.4155702e1	7.6879129e-1	
2023-10-11	10:53:13	-2.06916e1	1.52099e-2	-6.37097e1	5.16201e1	7.47962e1	-4.5596361e-3	1.2725591e-4	2.4159898e1	7.7388334e-1	
2023-10-11	10:53:13	-2.06916e1	1.52099e-2	-6.37097e1	5.16201e1	7.47962e1	-4.5596361e-3	1.2725591e-4	2.4159898e1	7.7388334e-1	
2023-10-11	10:53:14	-2.06006e1	1.96110e-2	-6.17975e1	5.16201e1	7.47805e1	-4.5380592e-3	1.6397237e-4	2.4167451e1	7.6643033e-1	
2023-10-11	10:53:14	-2.08629e1	1.77744e-2	-6.25394e1	5.16134e1	7.48145e1	-4.5995712e-3	1.4871358e-4	2.4163255e1	7.6606345e-1	
2023-10-11	10:53:15	-2.07857e1	2.23757e-2	-6.07832e1	5.16101e1	7.48264e1	-4.5830011e-3	1.8715858e-4	2.4172487e1	7.4327888e-1	
2023-10-11	10:53:15	-2.11712e1	2.50048e-2	-5.99172e1	5.16168e1	7.48912e1	-4.6743154e-3	2.0927190e-4	2.4149827e1	7.3563814e-1	
2023-10-11	10:53:16	-2.06139e1	1.61567e-2	-6.32413e1	5.16134e1	7.49697e1	-4.5535564e-3	1.3548135e-4	2.4115419e1	7.3713355e-1	
2023-10-11	10:53:16	-2.06139e1	1.61567e-2	-6.32413e1	5.16134e1	7.49697e1	-4.5535564e-3	1.3548135e-4	2.4115419e1	7.3713355e-1	
2023-10-11	10:53:17	-2.13715e1	9.06733e-3	-6.74679e1	5.16134e1	7.49392e1	-4.7229528e-3	7.6055526e-5	2.4129686e1	7.4214401e-1	
2023-10-11	10:53:17	-2.13952e1	1.77699e-2	-6.25273e1	5.16134e1	7.49532e1	-4.7292709e-3	1.4895200e-4	2.4171648e1	7.4022603e-1	
2023-10-11	10:53:18	-2.11868e1	1.46030e-2	-6.39942e1	5.16201e1	7.49812e1	-4.6838521e-3	1.2248754e-4	2.4106187e1	7.3990874e-1	
2023-10-11	10:53:18	-2.11341e1	1.70587e-2	-6.28324e1	5.16167e1	7.49804e1	-4.6719312e-3	1.4305114e-4	2.4147310e1	7.3449878e-1	
2023-10-11	10:53:19	-2.09418e1	2.03373e-2	-6.14953e1	5.16201e1	7.50247e1	-4.6312808e-3	1.7058849e-4	2.4144792e1	7.3506345e-1	
2023-10-11	10:53:19	-2.09418e1	2.03373e-2	-6.14953e1	5.16201e1	7.50247e1	-4.6312808e-3	1.7058849e-4	2.4144792e1	7.3506345e-1	
2023-10-11	10:53:20	-2.08671e1	1.07787e-2	-6.62228e1	5.16201e1	7.49612e1	-4.6101808e-3	9.0420246e-5	2.4107027e1	7.4076342e-1	
2023-10-11	10:53:20	-2.16524e1	1.67040e-2	-6.29908e1	5.16234e1	7.49765e1	-4.7889947e-3	1.4007091e-4	2.4145631e1	7.3630070e-1	
2023-10-11	10:53:21	-2.07176e1	1.95077e-2	-6.18142e1	5.16201e1	7.50117e1	-4.5796632e-3	1.6361474e-4	2.4108705e1	7.3784546e-1	
2023-10-11	10:53:21	-2.00851e1	1.72843e-2	-6.27325e1	5.16201e1	7.49909e1	-4.4353008e-3	1.4495849e-4	2.4165773e1	7.5571198e-1	
2023-10-11	10:53:22	-2.01591e1	1.30299e-2	-6.48403e1	5.16201e1	7.49437e1	-4.4490098e-3	1.0925531e-4	2.4139757e1	7.5861573e-1	
2023-10-11	10:53:22	-2.07632e1	1.80418e-2	-6.24160e1	5.16168e1	7.49195e1	-4.5839548e-3	1.5115737e-4	2.4124650e1	7.4823431e-1	
2023-10-11	10:53:23	-2.09670e1	2.27745e-2	-6.06368e1	5.16201e1	7.49262e1	-4.6304464e-3	1.9073486e-4	2.4118776e1	7.6610779e-1	
2023-10-11	10:53:23	-2.06595e1	1.59999e-2	-6.33242e1	5.16134e1	7.48707e1	-4.5573711e-3	1.3399124e-4	2.4132204e1	7.7448911e-1	
2023-10-11	10:53:24	-2.12049e1	1.60588e-2	-6.33010e1	5.16101e1	7.48280e1	-4.6777725e-3	1.3440847e-4	2.4110383e1	7.7457695e-1	
2023-10-11	10:53:24	-2.03701e1	1.37362e-2	-6.44674e1	5.16201e1	7.47802e1	-4.4860839e-3	1.1491775e-4	2.4151506e1	7.7822804e-1	
2023-10-11	10:53:25	-2.03701e1	1.37362e-2	-6.44674e1	5.16201e1	7.47802e1	-4.4860839e-3	1.1491775e-4	2.4151506e1	7.7822804e-1	
2023-10-11	10:53:25	-2.03883e1	1.81119e-2	-6.24011e1	5.16168e1	7.47772e1	-4.4900178e-3	1.5145540e-4	2.4134721e1	7.5276107e-1	
2023-10-11	10:53:26	-2.09699e1	1.71616e-2	-6.28009e1	5.16234e1	7.48440e1	-4.6255588e-3	1.4364719e-4	2.4173326e1	7.4766497e-1	
2023-10-11	10:53:26	-2.07065e1	1.24695e-2	-6.51683e1	5.16234e1	7.48909e1	-4.5691728e-3	1.0448694e-4	2.4146471e1	7.5763835e-1	
2023-10-11	10:53:27	-2.09803e1	1.87865e-2	-6.21111e1	5.16167e1	7.49057e1	-4.6321153e-3	1.5735626e-4	2.4148988e1	7.6014738e-1	
2023-10-11	10:53:27	-2.11626e1	1.59994e-2	-6.33241e1	5.16167e1	7.48740e1	-4.6712160e-3	1.3399124e-4	2.4164934e1	7.6112275e-1	
2023-10-11	10:53:28	-2.11626e1	1.59994e-2	-6.33241e1	5.16167e1	7.48740e1	-4.6712160e-3	1.3399124e-4	2.4164934e1	7.6112275e-1	
2023-10-11	10:53:28	-2.08878e1	1.60579e-2	-6.32976e1	5.16134e1	7.48662e1	-4.6086311e-3	1.3446807e-4	2.4177522e1	7.6427559e-1	
2023-10-11	10:53:29	-2.07418e1	2.11102e-2	-6.12270e1	5.16134e1	7.48580e1	-4.5751333e-3	1.7666816e-4	2.4112901e1	7.4903411e-1	
2023-10-11	10:53:29	-2.13973e1	2.15842e-2	-6.10527e1	5.16167e1	7.48980e1	-4.7259330e-3	1.8072128e-4	2.4160737e1	7.4155349e-1	
2023-10-11	10:53:30	-2.07677e1	1.60854e-2	-6.32775e1	5.16201e1	7.49390e1	-4.5862197e-3	1.3482570e-4	2.4137239e1	7.4918007e-1	
2023-10-11	10:53:30	-2.08377e1	1.55050e-2	-6.35541e1	5.16168e1	7.49207e1	-4.6008825e-3	1.2993812e-4	2.4128007e1	7.6607818e-1	
2023-10-11	10:53:31	-2.08377e1	1.55050e-2	-6.35541e1	5.16168e1	7.49207e1	-4.6008825e-3	1.2993812e-4	2.4128007e1	7.6607818e-1	
2023-10-11	10:53:31	-2.04873e1	1.51823e-2	-6.37167e1	5.16201e1	7.48617e1	-4.5177936e-3	1.2713670e-4	2.4153184e1	7.6755313e-1	
2023-10-11	10:53:32	-2.08787e1	1.77319e-2	-6.25544e1	5.16201e1	7.48447e1	-4.6050548e-3	1.4841556e-4	2.4172487e1	7.6411509e-1	
2023-10-11	10:53:32	-2.08306e1	1.44031e-2	-6.41073e1	5.16168e1	7.48729e1	-4.5961141e-3	1.2063980e-4	2.4137239e1	7.5380711e-1	
2023-10-11	10:53:33	-2.02837e1	1.33609e-2	-6.46616e1	5.16168e1	7.48834e1	-4.4733285e-3	1.1193752e-4	2.4132204e1	7.6673040e-1	
2023-10-11	10:53:33	-2.04380e1	1.82658e-2	-6.23299e1	5.16134e1	7.48479e1	-4.5058727e-3	1.5288591e-4	2.4101152e1	7.7090311e-1	
2023-10-11	10:53:34	-2.04380e1	1.82658e-2	-6.23299e1	5.16134e1	7.48479e1	-4.5058727e-3	1.5288591e-4	2.4101152e1	7.7090311e-1	
2023-10-11	10:53:34	-2.10512e1	1.72160e-2	-6.27793e1	5.16101e1	7.48212e1	-4.6426057e-3	1.4406442e-4	2.4152345e1	7.7884902e-1	
2023-10-11	10:53:35	-2.12247e1	1.77654e-2	-6.25454e1	5.16167e1	7.47932e1	-4.6797990e-3	1.4859437e-4	2.4143953e1	7.7895684e-1	
2023-10-11	10:53:35	-2.11647e1	2.45930e-2	-6.00536e1	5.16168e1	7.48192e1	-4.6679973e-3	2.0563602e-4	2.4127168e1	7.6043148e-1	
2023-10-11	10:53:36	-2.04791e1	1.59956e-2	-6.33307e1	5.16234e1	7.48267e1	-4.5136213e-3	1.3387203e-4	2.4119615e1	7.7145261e-1	
2023-10-11	10:53:36	-1.99579e1	1.21127e-2	-6.53889e1	5.16234e1	7.48075e1	-4.3948888e-3	1.0138750e-4	2.4133043e1	7.7660517e-1	
2023-10-11	10:53:37	-1.99579e1	1.21127e-2	-6.53889e1	5.16234e1	7.48075e1	-4.3948888e-3	1.0138750e-4	2.4133043e1	7.7660517e-1	
2023-10-11	10:53:37	-2.06293e1	8.25929e-3	-6.81460e1	5.16167e1	7.47865e1	-4.5449733e-3	6.9141387e-5	2.4149827e1	7.8458232e-1	
2023-10-11	10:53:38	-2.10158e1	1.55815e-2	-6.35335e1	5.16168e1	7.47587e1	-4.6303272e-3	1.3029575e-4	2.4111223e1	7.5659217e-1	
2023-10-11	10:53:38	-2.10828e1	1.87342e-2	-6.21400e1	5.16134e1	7.48292e1	-4.6502351e-3	1.5676021e-4	2.4120454e1	7.5510306e-1	
2023-10-11	10:53:39	-2.04918e1	1.33589e-2	-6.46655e1	5.16167e1	7.48544e1	-4.5183897e-3	1.1187791e-4	2.4152345e1	7.6261596e-1	
2023-10-11	10:53:39	-2.04118e1	2.11944e-2	-6.11985e1	5.16167e1	7.48387e1	-4.4993162e-3	1.7732381e-4	2.4172487e1	7.6418437e-1	
2023-10-11	10:53:40	-2.04118e1	2.11944e-2	-6.11985e1	5.16167e1	7.48387e1	-4.4993162e-3	1.7732381e-4	2.4172487e1	7.6418437e-1	
2023-10-11	10:53:40	-2.06331e1	1.71040e-2	-6.28260e1	5.16201e1	7.48452e1	-4.5496225e-3	1.4317035e-4	2.4167451e1	7.6438279e-1	
2023-10-11	10:53:41	-2.10642e1	2.25660e-2	-6.07096e1	5.16201e1	7.49079e1	-4.6511888e-3	1.8894672e-4	2.4154024e1	7.3743729e-1	
2023-10-11	10:53:41	-2.05815e1	1.46617e-2	-6.39654e1	5.16168e1	7.49714e1	-4.5462846e-3	1.2296438e-4	2.4171648e1	7.4033493e-1	
2023-10-11	10:53:42	-2.06779e1	7.93459e-3	-6.84134e1	5.16168e1	7.49587e1	-4.5672655e-3	6.6578388e-5	2.4168291e1	7.4555296e-1	
2023-10-11	10:53:42	-2.06633e1	1.21156e-2	-6.53718e1	5.16201e1	7.49644e1	-4.5642852e-3	1.0162591e-4	2.4133043e1	7.3915486e-1	
2023-10-11	10:53:43	-2.06633e1	1.21156e-2	-6.53718e1	5.16201e1	7.49644e1	-4.5642852e-3	1.0162591e-4	2.4133043e1	7.3915486e-1	
2023-10-11	10:53:43	-2.05927e1	1.99312e-2	-6.16520e1	5.16134e1	7.49974e1	-4.5505762e-3	1.6713142e-4	2.4112901e1	7.3435540e-1	
2023-10-11	10:53:44	-2.06286e1	1.18682e-2	-6.55192e1	5.16167e1	7.49982e1	-4.5586824e-3	9.9599361e-5	2.4111223e1	7.2800874e-1	
2023-10-11	10:53:44	-2.09113e1	1.36161e-2	-6.45058e1	5.16201e1	7.50477e1	-4.6259164e-3	1.1432170e-4	2.4164094e1	7.3306651e-1	
2023-10-11	10:53:45	-1.97673e1	1.27889e-2	-6.49700e1	5.16168e1	7.50207e1	-4.3654441e-3	1.0734796e-4	2.4165773e1	7.5853681e-1	
2023-10-11	10:53:45	-2.08339e1	1.60595e-2	-6.32876e1	5.16134e1	7.49585e1	-4.6025514e-3	1.3464689e-4	2.4127168e1	7.4022002e-1	
2023-10-11	10:53:46	-2.17380e1	1.97016e-2	-6.17424e1	5.16134e1	7.49767e1	-4.8085451e-3	1.6516447e-4	2.4155702e1	7.3645949e-1	
2023-10-11	10:53:46	-2.05355e1	1.70929e-2	-6.28137e1	5.16134e1	7.50169e1	-4.5388936e-3	1.4340877e-4	2.4117937e1	7.3680152e-1	
2023-10-11	10:53:47	-2.02274e1	1.71757e-2	-6.27792e1	5.16168e1	7.49982e1	-4.4679641e-3	1.4406442e-4	2.4170808e1	7.5264940e-1	
2023-10-11	10:53:47	-2.04784e1	1.54688e-2	-6.35679e1	5.16134e1	7.49572e1	-4.5220851e-3	1.2969970e-4	2.4120454e1	7.4405722e-1	
2023-10-11	10:53:48	-2.11010e1	1.36706e-2	-6.44828e1	5.16168e1	7.49820e1	-4.6645402e-3	1.1467933e-4	2.4140596e1	7.4395422e-1	
2023-10-11	10:53:48	-2.11010e1	1.36706e-2	-6.44828e1	5.16168e1	7.49820e1	-4.6645402e-3	1.1467933e-4	2.4140596e1	7.4395422e-1	
2023-10-11	10:53:49	-2.04645e1	6.53308e-3	-6.97734e1	5.16168e1	7.49727e1	-4.5199394e-3	5.4836273e-5	2.4169969e1	7.3919391e-1	
2023-10-11	10:53:49	-2.04012e1	1.67802e-2	-6.29558e1	5.16168e1	7.49842e1	-4.5063495e-3	1.4072656e-4	2.4143114e1	7.5264143e-1	
2023-10-11	10:53:50	-2.05791e1	1.77129e-2	-6.25515e1	5.16167e1	7.49542e1	-4.5446157e-3	1.4847517e-4	2.4112062e1	7.4620733e-1	
2023-10-11	10:53:50	-2.07581e1	1.63563e-2	-6.31590e1	5.16234e1	7.48732e1	-4.5796632e-3	1.3697147e-4	2.4169130e1	7.6195936e-1	
2023-10-11	10:53:51	-2.10904e1	1.43601e-2	-6.41293e1	5.16201e1	7.48747e1	-4.6548843e-3	1.2028217e-4	2.4164934e1	7.6769785e-1	
2023-10-11	10:53:51	-2.10904e1	1.43601e-2	-6.41293e1	5.16201e1	7.48747e1	-4.6548843e-3	1.2028217e-4	2.4164934e1	7.6769785e-1	
2023-10-11	10:53:52	-2.09176e1	1.42999e-2	-6.41625e1	5.16167e1	7.48535e1	-4.6144723e-3	1.1974573e-4	2.4138917e1	7.5915060e-1	
2023-10-11	10:53:52	-2.08179e1	1.59347e-2	-6.33541e1	5.16201e1	7.48775e1	-4.5934915e-3	1.3345479e-4	2.4107027e1	7.4938926e-1	
2023-10-11	10:53:53	-2.11511e1	1.47401e-2	-6.39329e1	5.16201e1	7.48992e1	-4.6702623e-3	1.2350082e-4	2.4122133e1	7.6174969e-1	
2023-10-11	10:53:53	-2.04417e1	1.42123e-2	-6.42106e1	5.16201e1	7.48274e1	-4.5052766e-3	1.1897087e-4	2.4137239e1	7.7355008e-1	
2023-10-11	10:53:54	-2.12624e1	1.36742e-2	-6.44982e1	5.16167e1	7.48065e1	-4.6892166e-3	1.1444091e-4	2.4097795e1	7.8044033e-1	
2023-10-11	10:53:54	-2.12624e1	1.36742e-2	-6.44982e1	5.16167e1	7.48065e1	-4.6892166e-3	1.1444091e-4	2.4097795e1	7.8044033e-1	
2023-10-11	10:53:55	-2.09025e1	1.06406e-2	-6.63336e1	5.16168e1	7.47812e1	-4.6062469e-3	8.9049339e-5	2.4151506e1	7.8744649e-1	
2023-10-11	10:53:55	-2.08309e1	1.64569e-2	-6.31266e1	5.16134e1	7.47379e1	-4.5872926e-3	1.3756752e-4	2.4168291e1	7.8485565e-1	
2023-10-11	10:53:56	-2.16764e1	2.21199e-2	-6.08743e1	5.16201e1	7.48002e1	-4.7823190e-3	1.8495321e-4	2.4140596e1	7.5462369e-1	
2023-10-11	10:53:56	-2.07332e1	1.80540e-2	-6.24187e1	5.16268e1	7.48417e1	-4.5719146e-3	1.5109777e-4	2.4123811e1	7.6882719e-1	
